task_id,user_id_1,user_id_2,submission_1,submission_2,overlap_percentage
A,120542858,120546714,119080364,119101261,91.06382978723404
A,120542858,120554598,119080364,119100738,91.5966386554622
A,120542858,120554598,119080364,119100663,91.06382978723404
A,120542858,120561843,119080364,119116447,91.06382978723404
A,120542858,120561843,119080364,119115499,91.06382978723404
A,120542858,120542814,119080364,119079962,91.52542372881356
A,120542858,120544081,119080364,119085077,91.06382978723404
A,120542858,120544081,119080364,119084946,91.06382978723404
A,120542858,120544081,119080364,119084915,91.06382978723404
A,120542858,120542709,119080364,119080972,91.06382978723404
A,120542858,120542980,119080364,119080236,91.52542372881356
A,120542858,120542980,119080364,119080267,91.06382978723404
A,120542858,120542640,119080364,119079937,91.06382978723404
A,120542858,120542640,119080364,119079965,91.06382978723404
A,120542858,120542600,119080364,119080041,91.06382978723404
A,120542858,120542682,119080364,119079893,91.06382978723404
A,120542858,120542682,119080364,119079903,91.06382978723404
A,120542858,120542689,119080364,119080314,91.06382978723404
A,120542858,120460603,119080364,118986324,91.06382978723404
A,120542858,120543328,119080262,119082483,90.7563025210084
A,120562195,120358567,119118901,119097179,92.94117647058825
A,120562195,120527814,119118820,119056743,95.18072289156626
A,120562195,120527814,119118820,119057187,95.18072289156626
A,120562195,120551315,119118820,119096211,95.18072289156626
A,120562195,120460163,119118820,118990501,95.18072289156626
A,120562195,120460163,119118820,118990383,92.12121212121212
A,120562195,120460142,119118820,118990858,95.18072289156626
A,120562195,120409393,119118820,119023787,91.1242603550296
A,120562195,120459941,119118820,118990336,95.18072289156626
A,120562195,120459941,119118820,118990059,90.2439024390244
A,120562195,120502651,119118820,119029446,90.36144578313254
A,120562195,120554764,119118820,119101129,95.18072289156626
A,120562195,120554764,119118820,119101026,95.18072289156626
A,120562195,120513760,119118820,119040349,94.61077844311376
A,120562195,120395516,119118820,118949226,91.66666666666666
A,120562195,120402292,119118820,118954166,95.18072289156626
A,120562195,120474330,119118820,118996833,91.66666666666666
A,120562195,120550751,119118820,119094322,95.18072289156626
A,120562195,120548744,119118820,119097268,95.18072289156626
A,120562195,120562550,119118820,119117930,93.4131736526946
A,120562195,120460260,119118820,118990081,91.56626506024097
A,120562195,120466952,119118820,118991500,90.36144578313254
A,120562195,120502670,119118820,119028040,95.18072289156626
A,120562195,120541781,119118820,119079408,93.4131736526946
A,120562195,120541781,119118820,119079391,93.4131736526946
A,120562195,120553727,119118820,119099070,94.61077844311376
A,120562195,120554791,119118820,119101153,95.18072289156626
A,120562195,120555454,119118820,119103135,94.61077844311376
A,120562195,120555454,119118820,119102681,94.61077844311376
A,120562195,120418340,119118820,119078962,93.4131736526946
A,120562195,120327140,119118820,118920702,95.18072289156626
A,120562195,120450383,119118820,118979996,95.18072289156626
A,120562195,120450383,119118820,118979978,95.18072289156626
A,120562195,120450383,119118820,118979997,95.18072289156626
A,120562195,120459818,119118820,118989342,95.18072289156626
A,120562195,120395515,119118820,118949151,91.66666666666666
A,120562195,120549816,119118820,119100620,95.18072289156626
A,120562195,120543079,119118820,119090204,95.18072289156626
A,120562195,120329342,119118820,118920812,95.18072289156626
A,120562195,120528524,119118820,119057812,95.18072289156626
A,120562195,120528524,119118820,119059786,95.18072289156626
A,120562195,120525074,119118820,119056298,95.18072289156626
A,120562195,120525074,119118820,119056089,93.49112426035504
A,120562195,120342503,119118820,118925407,95.18072289156626
A,120562195,120342503,119118820,118925588,95.18072289156626
A,120562195,120493771,119118820,119107796,95.18072289156626
A,120562195,120493771,119118820,119107743,95.18072289156626
A,120562195,120345663,119118820,119018172,94.61077844311376
A,120562195,120460440,119118820,118989137,94.61077844311376
A,120562195,120557910,119118820,119106153,95.18072289156626
A,120562195,120460262,119118820,118989348,95.18072289156626
A,120562195,120460143,119118820,118990024,94.61077844311376
A,120562195,120329021,119118820,118921449,95.18072289156626
A,120562195,120329021,119118820,118921242,95.18072289156626
A,120562195,120329021,119118820,118921417,95.18072289156626
A,120562195,120524506,119118820,119053289,95.18072289156626
A,120562195,120460394,119118820,118991519,91.1242603550296
A,120562195,120326832,119118820,119100300,95.18072289156626
A,120562195,120529764,119118820,119059821,95.18072289156626
A,120562195,120529764,119118820,119060103,91.56626506024097
A,120562195,120399282,119118820,118951283,91.1242603550296
A,120562195,120399282,119118820,118951348,91.1242603550296
A,120562195,120524589,119118820,119054373,95.18072289156626
A,120562195,120543932,119118820,119116563,95.18072289156626
A,120562195,120563639,119118820,119122265,95.18072289156626
A,120562195,120554656,119118820,119100897,94.61077844311376
A,120562195,120332801,119118820,118921548,95.18072289156626
A,120562195,120332801,119118820,118921513,95.18072289156626
A,120562195,120379588,119118820,119111111,95.18072289156626
A,120562195,120459820,119118820,119000683,95.18072289156626
A,120562195,120409393,119119002,119023787,94.73684210526316
A,120562195,120541780,119119002,119079384,90.58823529411764
A,120562195,120512152,119119002,119036805,90.58823529411764
A,120562195,120512152,119119002,119036851,90.58823529411764
A,120562195,120395516,119119002,118949226,95.2941176470588
A,120562195,120474330,119119002,118996833,95.2941176470588
A,120562195,120344579,119119002,119034060,92.39766081871343
A,120562195,120541781,119119002,119079408,92.3076923076923
A,120562195,120541781,119119002,119079391,92.3076923076923
A,120562195,120551080,119119002,119094730,90.58823529411764
A,120562195,120395515,119119002,118949151,95.2941176470588
A,120562195,120399282,119119002,118951283,94.73684210526316
A,120562195,120399282,119119002,118951348,94.73684210526316
A,120477632,120477509,119005706,119009147,95.06172839506172
A,120515859,120515861,119042626,119084563,95.0
A,120553996,120516734,119100353,119047461,96.02649006622516
A,120553996,120514885,119100353,119049058,96.02649006622516
A,120553996,120477631,119100353,119000055,96.36963696369637
A,120553996,120465140,119100353,118989643,96.02649006622516
A,120553996,120470432,119100066,118994171,96.72131147540983
A,120553996,120457763,119100066,118984223,96.72131147540983
A,120553996,120527037,119100066,119055510,96.72131147540983
A,120546224,120547250,119088164,119088929,94.31818181818184
A,120504956,120505284,119028196,119028027,96.27329192546584
A,120504956,120504042,119028196,119028100,96.27329192546584
A,120504956,120506407,119028196,119034773,96.27329192546584
A,120504956,120502871,119028196,119028318,96.27329192546584
A,120504956,120505177,119028196,119028517,96.27329192546584
A,120504956,120505909,119028196,119028334,93.7888198757764
A,120504956,120510733,119028196,119034186,93.61022364217251
A,120504956,120510733,119028196,119034289,93.61022364217251
A,120509400,120525854,119032720,119054239,94.91525423728814
A,120509400,120505906,119032720,119030038,95.45454545454544
A,120509400,120509637,119032720,119032322,95.45454545454544
A,120509400,120509637,119032720,119032667,95.45454545454544
A,120509400,120504273,119032720,119030439,95.45454545454544
A,120509400,120508573,119032720,119030877,95.45454545454544
A,120509400,120525854,119034375,119054239,94.91525423728814
A,120509400,120505906,119034375,119030038,95.45454545454544
A,120509400,120509637,119034375,119032322,95.45454545454544
A,120509400,120509637,119034375,119032667,95.45454545454544
A,120509400,120504273,119034375,119030439,95.45454545454544
A,120509400,120508573,119034375,119030877,95.45454545454544
A,120469476,120469454,118998621,118998666,94.44444444444444
A,120469476,120469570,118998621,118995585,95.50561797752808
A,120469476,120469571,118998621,118993472,94.44444444444444
A,120469476,120469479,118998621,118999517,94.5054945054945
A,120354881,120497161,118930293,119022199,96.12903225806453
A,120354881,120349112,118930293,118929148,96.12903225806453
A,120354881,120493647,118930293,119024191,96.12903225806453
A,120354881,120493647,118930293,119021588,96.4630225080386
A,120354881,120493647,118930293,119019544,96.12903225806453
A,120354881,120347563,118930293,118929466,96.12903225806453
A,120354881,120347563,118930293,118929674,96.12903225806453
A,120354881,120545903,118930293,119086597,96.12903225806453
A,120354881,120545373,118930293,119087083,96.12903225806453
A,120354881,120425305,118930293,118968911,96.12903225806453
A,120354881,120425305,118930293,118968889,96.12903225806453
A,120354881,120499274,118930293,119021396,96.12903225806453
A,120354881,120552657,118930293,119098399,96.12903225806453
A,120354881,120552657,118930293,119099084,96.12903225806453
A,120552007,120558413,119103949,119107753,92.39766081871343
A,120546325,120557938,119087847,119107798,94.73684210526316
A,120546325,120468373,119087847,118991725,95.78947368421052
A,120546325,120561449,119087847,119114425,94.73684210526316
A,120546325,120562545,119087847,119117587,95.78947368421052
A,120546325,120547148,119087847,119088523,95.78947368421052
A,120546325,120548043,119087847,119090785,95.78947368421052
A,120512552,120482875,119048727,119048383,96.45390070921984
A,120512552,120521422,119048727,119049258,96.45390070921984
A,120559701,120551714,119117306,119102660,91.91489361702128
A,120559701,120551714,119118334,119102660,92.3728813559322
A,120559701,120551714,119117428,119102660,91.91489361702128
A,120508062,120508209,119031882,119035979,95.91836734693877
A,120453361,120460323,118982127,118986163,93.51851851851852
A,120453361,120460323,118982127,118986192,93.51851851851852
A,120453361,120453235,118982127,118982679,93.51851851851852
A,120453361,120453112,118982127,118982062,93.51851851851852
A,120453361,120457523,118982127,118984103,93.51851851851852
A,120453361,120457523,118982127,118984109,93.51851851851852
A,120453361,120453327,118982127,118982003,93.51851851851852
A,120453361,120454535,118982127,118985472,93.51851851851852
A,120453361,120453111,118982127,118983400,93.51851851851852
A,120453361,120455503,118982127,118983077,93.51851851851852
A,120453361,120453333,118982127,118983315,93.51851851851852
A,120453361,120456407,118982127,118983651,93.51851851851852
A,120453361,120453240,118982127,118982135,93.51851851851852
A,120453361,120453103,118982127,118982223,93.51851851851852
A,120453361,120459448,118982127,118985374,93.51851851851852
A,120453361,120459448,118982127,118985967,93.51851851851852
A,120453361,120457704,118982127,118984152,93.51851851851852
A,120453361,120457704,118982127,118984315,93.51851851851852
A,120453361,120326208,118982127,118981946,93.51851851851852
A,120453361,120453245,118982127,118982825,93.51851851851852
A,120453361,120457382,118982127,118984027,93.51851851851852
A,120453361,120453331,118982127,118981980,93.51851851851852
A,120453361,120455046,118982127,118982911,93.51851851851852
A,120453361,120453244,118982127,118982116,93.51851851851852
A,120453361,120453614,118982127,118982201,93.51851851851852
A,120453361,120454056,118982127,118982194,93.51851851851852
A,120453361,120454056,118982127,118982187,93.51851851851852
A,120453361,120454056,118982127,118982209,93.51851851851852
A,120453361,120453483,118982127,118985684,93.51851851851852
A,120453361,120453615,118982127,118982247,93.51851851851852
A,120492676,120480091,119017621,119004212,90.58823529411764
A,120492676,120492597,119017621,119018028,92.21556886227546
A,120492676,120492597,119017621,119022543,91.1242603550296
A,120492676,120480038,119017621,119003818,90.58823529411764
A,120492676,120482028,119017621,119005806,91.1242603550296
A,120492676,120480091,119018301,119004212,90.58823529411764
A,120492676,120492597,119018301,119018028,92.21556886227546
A,120492676,120492597,119018301,119022543,91.1242603550296
A,120492676,120480038,119018301,119003818,90.58823529411764
A,120492676,120482028,119018301,119005806,91.1242603550296
A,120492676,120480091,119018337,119004212,90.58823529411764
A,120492676,120492597,119018337,119018028,92.21556886227546
A,120492676,120492597,119018337,119022543,91.1242603550296
A,120492676,120480038,119018337,119003818,90.58823529411764
A,120492676,120482028,119018337,119005806,91.1242603550296
A,120543900,120544574,119092252,119090023,94.67455621301777
A,120543900,120544935,119092252,119090211,95.23809523809524
A,120543900,120544058,119092252,119084175,95.23809523809524
A,120543900,120549942,119092252,119096984,94.67455621301777
A,120543900,120546711,119092252,119095819,95.23809523809524
A,120503152,120497515,119041731,119043651,90.03436426116839
A,120503152,120515184,119041731,119044248,94.52054794520548
A,120503152,120515184,119041731,119044225,94.19795221843005
A,120503152,120497515,119041191,119042853,95.34883720930232
A,120460323,120453235,118986163,118982679,93.51851851851852
A,120460323,120453112,118986163,118982062,93.51851851851852
A,120460323,120457523,118986163,118984103,93.51851851851852
A,120460323,120457523,118986163,118984109,93.51851851851852
A,120460323,120453327,118986163,118982003,93.51851851851852
A,120460323,120454535,118986163,118985472,93.51851851851852
A,120460323,120453111,118986163,118983400,93.51851851851852
A,120460323,120455503,118986163,118983077,93.51851851851852
A,120460323,120453333,118986163,118983315,93.51851851851852
A,120460323,120456407,118986163,118983651,93.51851851851852
A,120460323,120453240,118986163,118982135,93.51851851851852
A,120460323,120453103,118986163,118982223,93.51851851851852
A,120460323,120459448,118986163,118985374,93.51851851851852
A,120460323,120459448,118986163,118985967,93.51851851851852
A,120460323,120457704,118986163,118984152,93.51851851851852
A,120460323,120457704,118986163,118984315,93.51851851851852
A,120460323,120326208,118986163,118981946,93.51851851851852
A,120460323,120453245,118986163,118982825,93.51851851851852
A,120460323,120457382,118986163,118984027,93.51851851851852
A,120460323,120453331,118986163,118981980,93.51851851851852
A,120460323,120455046,118986163,118982911,93.51851851851852
A,120460323,120453244,118986163,118982116,93.51851851851852
A,120460323,120453614,118986163,118982201,93.51851851851852
A,120460323,120454056,118986163,118982194,93.51851851851852
A,120460323,120454056,118986163,118982187,93.51851851851852
A,120460323,120454056,118986163,118982209,93.51851851851852
A,120460323,120453483,118986163,118985684,93.51851851851852
A,120460323,120453615,118986163,118982247,93.51851851851852
A,120460323,120453235,118986192,118982679,93.51851851851852
A,120460323,120453112,118986192,118982062,93.51851851851852
A,120460323,120457523,118986192,118984103,93.51851851851852
A,120460323,120457523,118986192,118984109,93.51851851851852
A,120460323,120453327,118986192,118982003,93.51851851851852
A,120460323,120454535,118986192,118985472,93.51851851851852
A,120460323,120453111,118986192,118983400,93.51851851851852
A,120460323,120455503,118986192,118983077,93.51851851851852
A,120460323,120453333,118986192,118983315,93.51851851851852
A,120460323,120456407,118986192,118983651,93.51851851851852
A,120460323,120453240,118986192,118982135,93.51851851851852
A,120460323,120453103,118986192,118982223,93.51851851851852
A,120460323,120459448,118986192,118985374,93.51851851851852
A,120460323,120459448,118986192,118985967,93.51851851851852
A,120460323,120457704,118986192,118984152,93.51851851851852
A,120460323,120457704,118986192,118984315,93.51851851851852
A,120460323,120326208,118986192,118981946,93.51851851851852
A,120460323,120453245,118986192,118982825,93.51851851851852
A,120460323,120457382,118986192,118984027,93.51851851851852
A,120460323,120453331,118986192,118981980,93.51851851851852
A,120460323,120455046,118986192,118982911,93.51851851851852
A,120460323,120453244,118986192,118982116,93.51851851851852
A,120460323,120453614,118986192,118982201,93.51851851851852
A,120460323,120454056,118986192,118982194,93.51851851851852
A,120460323,120454056,118986192,118982187,93.51851851851852
A,120460323,120454056,118986192,118982209,93.51851851851852
A,120460323,120453483,118986192,118985684,93.51851851851852
A,120460323,120453615,118986192,118982247,93.51851851851852
A,120542680,120542972,119081248,119081454,96.82203389830508
A,120542680,120542998,119082979,119082862,95.18072289156626
A,120542680,120542972,119082979,119082991,95.18072289156626
A,120542680,120542972,119082979,119082970,95.18072289156626
A,120542680,120542972,119082979,119083023,95.18072289156626
A,120542680,120542998,119082952,119082862,95.18072289156626
A,120542680,120542972,119082952,119082991,95.18072289156626
A,120542680,120542972,119082952,119082970,95.18072289156626
A,120542680,120542972,119082952,119083023,95.18072289156626
A,120547233,120555318,119113974,119103550,95.23809523809524
A,120547233,120555455,119113974,119107098,95.74468085106383
A,120547233,120555318,119113922,119103550,95.23809523809524
A,120547233,120555455,119113922,119107098,95.74468085106383
A,120527814,120551315,119056743,119096211,95.18072289156626
A,120527814,120460163,119056743,118990501,95.18072289156626
A,120527814,120460163,119056743,118990383,92.12121212121212
A,120527814,120460142,119056743,118990858,95.18072289156626
A,120527814,120409393,119056743,119023787,91.1242603550296
A,120527814,120459941,119056743,118990336,95.18072289156626
A,120527814,120459941,119056743,118990059,90.2439024390244
A,120527814,120502651,119056743,119029446,90.36144578313254
A,120527814,120554764,119056743,119101129,95.18072289156626
A,120527814,120554764,119056743,119101026,95.18072289156626
A,120527814,120513760,119056743,119040349,94.61077844311376
A,120527814,120395516,119056743,118949226,91.66666666666666
A,120527814,120402292,119056743,118954166,95.18072289156626
A,120527814,120474330,119056743,118996833,91.66666666666666
A,120527814,120550751,119056743,119094322,95.18072289156626
A,120527814,120548744,119056743,119097268,95.18072289156626
A,120527814,120562550,119056743,119117930,93.4131736526946
A,120527814,120460260,119056743,118990081,91.56626506024097
A,120527814,120466952,119056743,118991500,90.36144578313254
A,120527814,120502670,119056743,119028040,95.18072289156626
A,120527814,120541781,119056743,119079408,93.4131736526946
A,120527814,120541781,119056743,119079391,93.4131736526946
A,120527814,120553727,119056743,119099070,94.61077844311376
A,120527814,120554791,119056743,119101153,95.18072289156626
A,120527814,120555454,119056743,119103135,94.61077844311376
A,120527814,120555454,119056743,119102681,94.61077844311376
A,120527814,120418340,119056743,119078962,93.4131736526946
A,120527814,120327140,119056743,118920702,95.18072289156626
A,120527814,120450383,119056743,118979996,95.18072289156626
A,120527814,120450383,119056743,118979978,95.18072289156626
A,120527814,120450383,119056743,118979997,95.18072289156626
A,120527814,120459818,119056743,118989342,95.18072289156626
A,120527814,120395515,119056743,118949151,91.66666666666666
A,120527814,120549816,119056743,119100620,95.18072289156626
A,120527814,120543079,119056743,119090204,95.18072289156626
A,120527814,120329342,119056743,118920812,95.18072289156626
A,120527814,120528524,119056743,119057812,95.18072289156626
A,120527814,120528524,119056743,119059786,95.18072289156626
A,120527814,120525074,119056743,119056298,95.18072289156626
A,120527814,120525074,119056743,119056089,93.49112426035504
A,120527814,120342503,119056743,118925407,95.18072289156626
A,120527814,120342503,119056743,118925588,95.18072289156626
A,120527814,120493771,119056743,119107796,95.18072289156626
A,120527814,120493771,119056743,119107743,95.18072289156626
A,120527814,120345663,119056743,119018172,94.61077844311376
A,120527814,120460440,119056743,118989137,94.61077844311376
A,120527814,120557910,119056743,119106153,95.18072289156626
A,120527814,120460262,119056743,118989348,95.18072289156626
A,120527814,120460143,119056743,118990024,94.61077844311376
A,120527814,120329021,119056743,118921449,95.18072289156626
A,120527814,120329021,119056743,118921242,95.18072289156626
A,120527814,120329021,119056743,118921417,95.18072289156626
A,120527814,120524506,119056743,119053289,95.18072289156626
A,120527814,120460394,119056743,118991519,91.1242603550296
A,120527814,120326832,119056743,119100300,95.18072289156626
A,120527814,120529764,119056743,119059821,95.18072289156626
A,120527814,120529764,119056743,119060103,91.56626506024097
A,120527814,120399282,119056743,118951283,91.1242603550296
A,120527814,120399282,119056743,118951348,91.1242603550296
A,120527814,120524589,119056743,119054373,95.18072289156626
A,120527814,120543932,119056743,119116563,95.18072289156626
A,120527814,120563639,119056743,119122265,95.18072289156626
A,120527814,120554656,119056743,119100897,94.61077844311376
A,120527814,120332801,119056743,118921548,95.18072289156626
A,120527814,120332801,119056743,118921513,95.18072289156626
A,120527814,120379588,119056743,119111111,95.18072289156626
A,120527814,120459820,119056743,119000683,95.18072289156626
A,120527814,120551315,119057187,119096211,95.18072289156626
A,120527814,120460163,119057187,118990501,95.18072289156626
A,120527814,120460163,119057187,118990383,92.12121212121212
A,120527814,120460142,119057187,118990858,95.18072289156626
A,120527814,120409393,119057187,119023787,91.1242603550296
A,120527814,120459941,119057187,118990336,95.18072289156626
A,120527814,120459941,119057187,118990059,90.2439024390244
A,120527814,120502651,119057187,119029446,90.36144578313254
A,120527814,120554764,119057187,119101129,95.18072289156626
A,120527814,120554764,119057187,119101026,95.18072289156626
A,120527814,120513760,119057187,119040349,94.61077844311376
A,120527814,120395516,119057187,118949226,91.66666666666666
A,120527814,120402292,119057187,118954166,95.18072289156626
A,120527814,120474330,119057187,118996833,91.66666666666666
A,120527814,120550751,119057187,119094322,95.18072289156626
A,120527814,120548744,119057187,119097268,95.18072289156626
A,120527814,120562550,119057187,119117930,93.4131736526946
A,120527814,120460260,119057187,118990081,91.56626506024097
A,120527814,120466952,119057187,118991500,90.36144578313254
A,120527814,120502670,119057187,119028040,95.18072289156626
A,120527814,120541781,119057187,119079408,93.4131736526946
A,120527814,120541781,119057187,119079391,93.4131736526946
A,120527814,120553727,119057187,119099070,94.61077844311376
A,120527814,120554791,119057187,119101153,95.18072289156626
A,120527814,120555454,119057187,119103135,94.61077844311376
A,120527814,120555454,119057187,119102681,94.61077844311376
A,120527814,120418340,119057187,119078962,93.4131736526946
A,120527814,120327140,119057187,118920702,95.18072289156626
A,120527814,120450383,119057187,118979996,95.18072289156626
A,120527814,120450383,119057187,118979978,95.18072289156626
A,120527814,120450383,119057187,118979997,95.18072289156626
A,120527814,120459818,119057187,118989342,95.18072289156626
A,120527814,120395515,119057187,118949151,91.66666666666666
A,120527814,120549816,119057187,119100620,95.18072289156626
A,120527814,120543079,119057187,119090204,95.18072289156626
A,120527814,120329342,119057187,118920812,95.18072289156626
A,120527814,120528524,119057187,119057812,95.18072289156626
A,120527814,120528524,119057187,119059786,95.18072289156626
A,120527814,120525074,119057187,119056298,95.18072289156626
A,120527814,120525074,119057187,119056089,93.49112426035504
A,120527814,120342503,119057187,118925407,95.18072289156626
A,120527814,120342503,119057187,118925588,95.18072289156626
A,120527814,120493771,119057187,119107796,95.18072289156626
A,120527814,120493771,119057187,119107743,95.18072289156626
A,120527814,120345663,119057187,119018172,94.61077844311376
A,120527814,120460440,119057187,118989137,94.61077844311376
A,120527814,120557910,119057187,119106153,95.18072289156626
A,120527814,120460262,119057187,118989348,95.18072289156626
A,120527814,120460143,119057187,118990024,94.61077844311376
A,120527814,120329021,119057187,118921449,95.18072289156626
A,120527814,120329021,119057187,118921242,95.18072289156626
A,120527814,120329021,119057187,118921417,95.18072289156626
A,120527814,120524506,119057187,119053289,95.18072289156626
A,120527814,120460394,119057187,118991519,91.1242603550296
A,120527814,120326832,119057187,119100300,95.18072289156626
A,120527814,120529764,119057187,119059821,95.18072289156626
A,120527814,120529764,119057187,119060103,91.56626506024097
A,120527814,120399282,119057187,118951283,91.1242603550296
A,120527814,120399282,119057187,118951348,91.1242603550296
A,120527814,120524589,119057187,119054373,95.18072289156626
A,120527814,120543932,119057187,119116563,95.18072289156626
A,120527814,120563639,119057187,119122265,95.18072289156626
A,120527814,120554656,119057187,119100897,94.61077844311376
A,120527814,120332801,119057187,118921548,95.18072289156626
A,120527814,120332801,119057187,118921513,95.18072289156626
A,120527814,120379588,119057187,119111111,95.18072289156626
A,120527814,120459820,119057187,119000683,95.18072289156626
A,120540669,120534055,119077910,119067186,90.32258064516128
A,120453944,120453568,118983793,118982051,94.4954128440367
